i,s,f,e,n,d,g,u,l,m,t,p,w,r,b,fm,fa,fb,k,ku,kl,kw,kr,kd,q,x,o,pm,iv
agm2000055121,0,CeI3F,Ce F I,5,0.164,0.291,0.072,0.131,0.01,1,0.45,0,1,1,-1,,,5.491,0.168,0.268,2,0,,1.86,0.732,1.537,0.44,0.339
agm2000135286,0,Ni3PdI8,I Ni Pd,12,0.245,0.291,0.054,0.096,0.08,1,0.81,0,1,1,-1,,,5.371,0.04,0.14,0,0,,2.285,0.79,1.783,0.28,0.367
agm2000060205,0,SiSnTe3,Si Sn Te,5,0.236,0.291,0.064,0.114,0.04,1,0.58,0,1,0,-1,,,4.268,0.042,0.197,0,0,,0.85,0.328,0.705,0.88,0.383
agm2000086411,0,Pd2(ICl)3,Cl I Pd,16,0.308,0.291,0.067,0.096,0.93,1,0.77,2,1,0,-1,,,5.889,0.072,0.157,0,0,,,,,0.64,0.398
agm2000011162,0,CoBr3,Br Co,8,0.259,0.291,0.046,0.108,0.3,0,0.07,0,0,0,-1,,,5.464,0.155,0.243,2,0,,2.187,0.918,1.502,0.41,0.31
agm2000057820,0,La2ScN3,La N Sc,6,0.357,0.291,0.251,0.167,0.84,1,0.64,2,0,0,-1,,,4.174,1.102,0.494,2,0,,,,,0.36,1.018
agm2000139135,0,ZnCoBr4,Br Co Zn,12,0.245,0.291,0.051,0.076,0.0,0,0.05,0,1,1,-1,,,5.372,0.066,0.31,1,0,,2.196,0.797,1.715,0.13,0.345
agm2000060592,0,AuSBr,Au Br S,3,0.306,0.291,0.074,0.117,0.07,1,0.78,0,1,0,-1,,,4.844,0.109,0.253,1,0,,2.057,1.056,1.243,0.84,0.443
agm2000117950,0,Mg4I9,I Mg,13,0.489,0.291,0.141,0.163,0.08,1,0.63,1,1,1,-1,,,4.606,0.095,0.291,1,0,,3.091,0.56,2.604,0.88,0.638
agm2000080421,0,ScNbSe4,Nb Sc Se,6,0.202,0.291,0.037,0.123,0.93,1,0.72,2,1,0,-1,,,5.684,0.068,0.134,0,0,,,,,0.75,0.3
agm2000037509,0,Ag2Te,Ag Te,18,0.03,0.291,0.068,0.102,0.85,1,0.79,2,1,0,-1,,,5.526,0.128,0.282,1,0,,,,,0.73,0.409
agm2000137316,0,KMg(SeO3)2,K Mg O Se,10,0.444,0.291,0.031,0.103,0.03,0,0.24,0,1,0,-1,,,7.055,0.297,0.219,2,0,,1.963,1.007,0.997,0.93,0.251
agm2000133083,0,Pr2MgBr6,Br Mg Pr,9,0.265,0.291,0.037,0.097,0.0,0,0.31,0,1,0,-1,,,5.5,0.249,0.262,2,0,,2.324,0.773,2.112,0.74,0.301
agm2000135656,0,Rb2Np(HO)6,H Np O Rb,15,0.242,0.292,0.04,0.13,0.0,0,0.0,0,1,0,-1,,,2.98,0.078,0.164,0,0,,2.044,0.944,1.444,0.4,0.271
agm2000141783,0,UPbI5,I Pb U,14,0.285,0.292,0.025,0.094,0.07,0,0.02,0,1,1,-1,,,5.3,0.2,0.117,2,0,,2.213,0.767,1.925,0.33,0.171
agm2000101812,0,CoBrCl,Br Cl Co,12,0.331,0.292,0.037,0.103,0.11,0,0.0,0,0,0,-1,,,5.547,0.168,0.237,2,0,,2.111,0.972,1.507,0.68,0.297
agm2000119829,0,Tl5F9,F Tl,14,0.394,0.292,0.061,0.236,0.6,1,0.54,2,1,0,-1,,,6.22,0.139,0.188,2,0,,,,,0.91,0.363
agm2000068419,0,SiSnTe3,Si Sn Te,10,0.343,0.292,0.065,0.114,0.04,1,0.58,0,1,0,-1,,,4.268,0.042,0.197,0,0,,0.853,0.328,0.708,0.88,0.389
agm2000068496,0,Tl3InS2,In S Tl,12,0.258,0.292,0.094,0.209,0.01,1,0.72,1,1,0,-1,,,4.417,0.109,0.358,2,0,,1.232,0.681,0.831,0.87,0.426
agm2000065602,0,TiSeF,F Se Ti,12,0.189,0.292,0.039,0.177,0.57,0,0.13,2,1,0,-1,,,5.431,0.327,0.404,2,0,,,,,0.54,0.32
agm2000063984,0,Fe(BrCl)2,Br Cl Fe,10,0.187,0.292,0.056,0.106,0.24,1,0.41,0,1,1,-1,,,6.142,0.077,0.179,0,0,,2.633,1.023,1.94,0.48,0.381
agm2000144842,0,NpHgI6,Hg I Np,8,0.292,0.292,0.033,0.062,0.0,0,0.01,0,1,1,-1,,,5.317,0.088,0.12,0,0,,1.997,0.779,1.577,0.1,0.225
agm2000114680,0,P3I11,I P,14,0.159,0.292,0.036,0.167,0.05,0,0.19,0,1,1,-1,,,5.105,0.176,0.202,2,0,,1.421,0.478,1.318,0.28,0.241
agm2000143378,0,CePtCl6,Ce Cl Pt,8,0.24,0.292,0.027,0.12,0.07,0,0.0,0,1,1,-1,,,5.965,0.151,0.118,2,0,,2.293,0.945,1.841,0.15,0.182
agm2000142606,0,CePtBr6,Br Ce Pt,8,0.216,0.292,0.035,0.096,0.09,0,0.03,0,1,1,-1,,,5.522,0.129,0.123,1,0,,2.115,0.734,1.899,0.14,0.234
agm2000073923,0,Tl3HgAs3,As Hg Tl,7,0.321,0.292,0.044,0.075,0.66,1,0.69,2,1,0,-1,,,4.892,0.218,0.42,2,0,,,,,0.74,0.355
agm2000140169,0,ScVI4,I Sc V,12,0.159,0.292,0.068,0.141,0.18,0,0.0,0,1,0,-1,,,4.038,0.044,0.128,0,0,,1.382,0.507,1.402,0.37,0.322
agm2000067157,0,La2ScN3,La N Sc,12,0.036,0.292,0.251,0.166,0.85,1,0.64,2,0,0,-1,,,4.179,1.098,0.495,2,0,,,,,0.36,1.02
agm2000144638,0,NaSeF6,F Na Se,8,0.385,0.292,0.088,0.084,0.14,1,0.98,0,1,1,-1,,,5.7,0.142,0.24,2,0,,2.973,1.652,1.619,0.57,0.526
agm2000138506,0,NbAgBr4,Ag Br Nb,12,0.188,0.292,0.11,0.139,0.96,0,0.11,2,0,0,-1,,,5.509,0.153,0.183,2,0,,,,,0.64,0.498
agm2000129455,0,AuI5,Au I,6,0.181,0.292,0.041,0.126,0.79,1,0.74,2,1,0,-1,,,5.37,0.079,0.125,0,0,,,,,0.82,0.333
agm2000141183,0,CaUBr5,Br Ca U,14,0.254,0.292,0.033,0.07,0.03,0,0.0,0,1,1,-1,,,5.531,0.364,0.173,2,0,,2.223,0.877,1.809,0.16,0.22
agm2000093806,0,AgSI,Ag I S,18,0.382,0.293,0.058,0.139,0.05,1,0.81,0,1,1,-1,,,5.081,0.099,0.178,1,0,,2.201,0.756,1.612,0.47,0.391
agm2000104526,0,Fe(IBr)2,Br Fe I,10,0.239,0.293,0.089,0.126,0.06,1,0.45,0,1,0,-1,,,5.289,0.07,0.193,0,0,,2.427,0.986,1.802,0.53,0.534
agm2000118142,0,Tl5I11,I Tl,16,0.172,0.293,0.078,0.206,0.05,1,0.39,0,1,0,-1,,,5.223,0.163,0.192,2,0,,1.667,0.383,1.682,0.67,0.469
agm2000025293,0,AuF,Au F,8,0.24,0.293,0.037,0.069,1.0,1,0.89,2,1,1,-1,,,7.718,0.31,0.265,2,0,,,,,0.3,0.251
agm2000103225,0,Pt(BrCl)2,Br Cl Pt,10,0.268,0.293,0.109,0.178,0.86,0,0.14,2,1,1,-1,,,5.421,0.104,0.189,1,0,,,,,0.57,0.494
agm2000036099,0,VBr3,Br V,16,0.333,0.293,0.072,0.125,0.0,0,0.0,0,0,0,-1,,,5.608,0.126,0.182,1,0,,2.501,1.071,1.806,0.76,0.434
agm2000125633,0,CoS2,Co S,6,0.335,0.293,0.051,0.15,0.7,1,0.92,2,1,1,-1,,,5.601,0.055,0.106,0,0,,,,,0.44,0.343
agm2000036500,0,CoCl2,Cl Co,12,0.376,0.293,0.047,0.098,0.04,0,0.0,0,1,0,-1,,,5.761,0.173,0.229,2,0,,2.183,1.088,1.44,0.64,0.383
agm2000038520,0,Mn3Cl8,Cl Mn,22,0.297,0.293,0.111,0.149,0.94,0,0.05,2,2,1,-1,,,5.985,0.031,0.144,0,0,,,,,0.83,0.503
agm2000100391,0,HgPdSe2,Hg Pd Se,8,0.039,0.294,0.103,0.153,0.75,1,0.85,2,1,0,-1,,,4.929,0.195,0.279,2,0,,,,,0.68,0.464
agm2000100956,0,Ag3S2Br3,Ag Br S,16,0.29,0.294,0.032,0.181,0.6,1,0.66,2,1,0,-1,,,5.694,0.092,0.193,1,0,,,,,0.43,0.215
agm2000135025,0,AcNd3I8,Ac I Nd,12,0.307,0.294,0.034,0.045,0.01,1,0.33,0,3,1,-1,,,5.08,0.254,0.229,2,0,,1.799,0.703,1.742,0.46,0.227
agm2000140083,0,PaTe4Rh,Pa Rh Te,12,0.243,0.294,0.063,0.097,0.26,0,0.26,0,1,1,-1,,,4.948,0.143,0.243,2,0,,0.664,0.139,0.686,0.54,0.375
agm2000095721,0,Ca(AgSe)2,Ag Ca Se,10,0.248,0.294,0.04,0.134,0.01,1,0.76,0,1,0,-1,,,5.472,0.16,0.403,2,0,,1.994,0.786,1.278,0.89,0.323
agm2000133576,0,Rb2PuI6,I Pu Rb,9,0.297,0.294,0.056,0.096,0.0,0,0.11,0,2,1,-1,,,5.221,0.049,0.22,0,0,,2.483,0.847,2.055,0.2,0.377
agm2000106296,0,MnTlSe2,Mn Se Tl,8,0.378,0.294,0.047,0.143,0.82,1,0.52,2,1,1,-1,,,4.705,0.139,0.27,2,0,,,,,0.76,0.385
NiSe2-c1ffa88ee5ca,1,NiSe2,Ni Se,3,0.06,0.294,0.064,0.142,0.0,1,0.86,0,0,0,1,Ni,Se,4.706,0.043,0.143,0,1,4.846,1.595,0.397,1.402,0.3,0.3
agm2000020572,0,AuI2,Au I,12,0.252,0.294,0.012,0.13,0.64,1,0.71,2,1,1,-1,,,5.221,0.089,0.208,1,0,,,,,0.78,0.095
agm2000021499,0,Pd3Se4,Pd Se,14,0.351,0.294,0.037,0.116,0.88,1,0.89,2,1,0,-1,,,4.799,0.079,0.23,0,0,,,,,0.83,0.302
agm2000053155,0,Cr2I3Cl,Cl Cr I,6,0.19,0.294,0.086,0.115,0.81,1,0.5,2,1,0,-1,,,4.872,0.054,0.185,0,0,,,,,0.65,0.513
agm2000118371,0,Te6Br5,Br Te,11,0.13,0.294,0.093,0.207,0.61,1,0.42,2,0,0,-1,,,4.729,0.155,0.287,2,0,,,,,0.8,0.422
agm2000144743,0,NpGeI6,Ge I Np,8,0.269,0.294,0.03,0.065,0.01,0,0.0,0,1,1,-1,,,5.346,0.119,0.105,1,0,,2.152,0.772,1.804,0.08,0.202
TiHf3Te8-1667d1443160,1,Hf3TiTe8,Hf Te Ti,12,0.08,0.294,0.03,0.053,0.11,0,0.22,0,0,0,-1,,,5.088,0.041,0.08,0,1,5.172,0.803,0.357,0.929,0.83,0.241
agm2000111708,0,Hf3TiTe8,Hf Te Ti,12,0.283,0.294,0.03,0.053,0.11,0,0.22,0,1,0,-1,,,5.088,0.041,0.08,0,0,,0.801,0.357,0.926,0.83,0.241
agm2000036435,0,WBr4,Br W,20,0.586,0.295,0.098,0.146,0.03,1,0.49,1,0,0,-1,,,5.137,0.099,0.222,1,0,,2.269,0.888,1.713,0.68,0.444
agm2000012801,0,CrCl4,Cl Cr,10,0.103,0.295,0.061,0.145,0.78,0,0.06,2,1,0,-1,,,6.051,0.034,0.129,0,0,,,,,0.4,0.289
agm2000106175,0,Mn2AsBr3,As Br Mn,12,0.319,0.295,0.021,0.207,0.3,1,0.92,0,1,0,-1,,,4.963,0.077,0.327,2,0,,1.168,0.612,0.891,0.66,0.167
agm2000064140,0,Os(ICl)3,Cl I Os,14,0.303,0.295,0.053,0.088,0.45,0,0.0,0,1,0,-1,,,5.549,0.095,0.212,1,0,,2.001,0.986,1.313,0.52,0.431
agm2000107334,0,Ag2HgO2,Ag Hg O,10,0.301,0.295,0.095,0.244,0.0,1,0.79,1,1,0,-1,,,5.976,0.402,0.38,2,0,,1.08,0.716,0.39,0.75,0.428
agm2000139186,0,CrRhSe4,Cr Rh Se,12,0.219,0.295,0.04,0.097,0.77,1,0.9,2,1,1,-1,,,5.019,0.034,0.123,0,0,,,,,0.49,0.272
agm2000026492,0,FeCl4,Cl Fe,10,0.616,0.295,0.062,0.139,0.0,0,0.22,0,2,1,-1,,,6.438,0.046,0.11,0,0,,2.814,1.179,1.967,0.27,0.295
agm2000129821,0,AsS5,As S,12,0.328,0.295,0.13,0.229,0.34,1,0.72,1,1,0,-1,,,5.284,0.191,0.229,2,0,,2.021,1.045,1.203,0.66,0.589
agm2000143566,0,PuGeCl6,Cl Ge Pu,8,0.279,0.295,0.029,0.096,0.0,0,0.01,0,1,1,-1,,,6.481,0.126,0.112,1,0,,2.364,0.978,1.796,0.18,0.199
agm2000103418,0,WBrCl3,Br Cl W,10,0.024,0.295,0.117,0.17,0.08,0,0.08,1,0,0,-1,,,5.252,0.175,0.237,2,0,,2.196,0.848,1.645,0.62,0.529
agm2000144769,0,BaPuI6,Ba I Pu,8,0.289,0.295,0.038,0.072,0.0,0,0.04,0,1,1,-1,,,5.143,0.114,0.172,1,0,,2.002,0.861,1.508,0.1,0.257
agm2000145373,0,MoPbI6,I Mo Pb,8,0.256,0.295,0.056,0.099,0.34,0,0.06,0,3,1,-1,,,5.156,0.094,0.104,1,0,,2.23,0.92,1.66,0.18,0.38
agm2000006806,0,NiO,Ni O,6,1.286,0.295,0.332,0.341,0.05,1,1.0,2,0,0,-1,,,6.355,0.208,0.316,2,0,,,,,0.93,1.192
agm2000096247,0,NbI3Cl,Cl I Nb,10,0.371,0.295,0.042,0.127,0.53,0,0.24,2,3,1,-1,,,4.865,0.104,0.156,1,0,,,,,0.36,0.286
agm2000118093,0,In5Br11,Br In,16,0.316,0.295,0.077,0.217,0.06,1,0.34,0,1,0,-1,,,5.31,0.058,0.187,0,0,,1.763,0.295,1.78,0.9,0.463
Co4S8-cdea8fd17b0b,1,CoS2,Co S,12,0.322,0.296,0.051,0.147,0.7,1,0.92,2,0,0,-1,,,5.61,0.044,0.105,0,1,5.771,,,,0.44,0.343
agm2000138525,0,DyPdBr4,Br Dy Pd,12,0.203,0.296,0.042,0.067,0.01,0,0.17,0,1,0,-1,,,5.697,0.123,0.167,1,0,,1.868,0.745,1.607,0.51,0.342
agm2000140492,0,NbInS4,In Nb S,12,0.167,0.296,0.082,0.116,0.04,1,0.47,0,1,0,-1,,,5.657,0.112,0.22,1,0,,1.581,0.614,1.298,0.49,0.388
Cr2I2S2-a68f6e0481d3,1,CrSI,Cr I S,6,0.331,0.296,0.042,0.139,0.26,1,0.53,0,0,0,-1,,,5.237,0.078,0.254,0,1,5.24,1.408,0.705,0.993,0.53,0.339
agm2000036098,0,VBr3,Br V,16,0.407,0.296,0.021,0.124,0.19,0,0.05,0,1,1,-1,,,5.255,0.042,0.23,0,0,,2.745,0.982,2.155,0.49,0.145
agm2000140778,0,VCrBr4,Br Cr V,12,0.167,0.296,0.051,0.134,0.87,0,0.04,2,3,1,-1,,,4.638,0.041,0.196,0,0,,,,,0.28,0.342
Au2I6-41f4ae1663be,1,AuI3,Au I,8,0.012,0.296,0.124,0.182,0.96,1,0.53,2,0,0,-1,,,5.575,0.023,0.065,0,1,5.518,,,,0.18,0.491
agm2000137516,0,AgSBr,Ag Br S,6,0.212,0.296,0.04,0.154,0.08,1,0.63,0,1,0,-1,,,5.387,0.106,0.186,1,0,,2.166,0.751,1.644,0.35,0.272
agm2000114527,0,Se3I10,I Se,13,0.22,0.296,0.045,0.144,0.06,1,0.6,0,1,0,-1,,,5.297,0.122,0.188,1,0,,2.057,0.712,1.637,0.5,0.366
Te2Tl2-44ffc9d405b8,1,TlTe,Te Tl,4,0.294,0.296,0.094,0.204,0.06,1,0.65,1,0,0,-1,,,5.019,0.05,0.281,1,1,5.047,0.049,0.246,0.053,0.8,0.425
agm2000076389,0,MnICl3,Cl I Mn,5,0.227,0.296,0.054,0.117,0.03,0,0.18,0,1,0,-1,,,5.355,0.084,0.181,0,0,,2.419,1.126,1.605,0.64,0.438
agm2000129473,0,ReI5,I Re,6,0.657,0.296,0.137,0.179,0.95,0,0.01,2,0,0,-1,,,4.818,0.144,0.198,2,0,,,,,0.4,0.539
agm2000138649,0,CaHoBr4,Br Ca Ho,12,0.332,0.296,0.024,0.055,0.0,0,0.01,0,1,1,-1,,,5.505,0.27,0.135,2,0,,2.27,0.692,2.13,0.4,0.165
agm2000004798,0,FeCl4,Cl Fe,5,0.615,0.296,0.063,0.139,0.0,0,0.22,0,2,1,-1,,,6.437,0.046,0.11,0,0,,2.814,1.18,1.965,0.27,0.297
agm2000134885,0,ZrAg3Cl8,Ag Cl Zr,12,0.138,0.296,0.223,0.148,0.44,1,0.58,2,1,1,-1,,,6.825,0.077,0.116,0,0,,,,,0.5,0.903
agm2000077267,0,TlCuTe,Cu Te Tl,6,0.205,0.296,0.09,0.15,0.1,1,0.47,0,1,0,-1,,,4.613,0.223,0.316,2,0,,1.267,0.641,0.825,0.8,0.539
agm2000060794,0,VSI2,I S V,4,0.36,0.296,0.084,0.18,0.0,0,0.02,0,1,0,-1,,,5.006,0.113,0.268,1,0,,2.281,0.802,1.822,0.2,0.397
agm2000138769,0,CoHgCl4,Cl Co Hg,12,0.31,0.296,0.025,0.083,0.0,0,0.06,0,1,1,-1,,,6.188,0.084,0.135,0,0,,2.431,0.914,1.832,0.24,0.166
agm2000138738,0,CaYCl4,Ca Cl Y,12,0.266,0.296,0.035,0.057,0.05,1,0.37,0,1,1,-1,,,4.976,0.064,0.228,0,0,,2.702,0.773,2.569,0.31,0.234
agm2000079805,0,IrOF4,F Ir O,6,0.342,0.296,0.052,0.186,0.22,1,0.44,0,1,0,-1,,,6.624,0.103,0.175,1,0,,2.182,1.144,1.456,0.83,0.423
agm2000076706,0,V2Se2Cl,Cl Se V,10,0.352,0.296,0.049,0.121,0.13,1,0.43,0,1,0,-1,,,4.895,0.084,0.252,0,0,,2.129,0.805,1.617,0.69,0.399
agm2000144762,0,TlAuI6,Au I Tl,8,0.208,0.296,0.032,0.104,0.3,0,0.3,0,1,0,-1,,,5.678,0.025,0.104,0,0,,2.213,0.841,1.716,0.14,0.216
agm2000114813,0,Cd3Bi4,Bi Cd,7,0.044,0.297,0.132,0.195,0.88,0,0.14,2,0,0,-1,,,4.535,0.235,0.297,2,0,,,,,0.96,0.596
agm2000132054,0,Np(TlCl3)2,Cl Np Tl,9,0.28,0.297,0.07,0.094,0.02,0,0.0,0,3,1,-1,,,5.999,0.123,0.151,1,0,,2.271,1.027,1.637,0.14,0.329
agm2000133076,0,Dy2MgBr6,Br Dy Mg,9,0.314,0.297,0.031,0.086,0.01,0,0.0,0,1,0,-1,,,5.515,0.253,0.165,2,0,,2.502,0.733,2.333,0.78,0.251
agm2000021620,0,SnSe,Se Sn,12,0.063,0.297,0.105,0.101,0.0,1,0.51,1,1,0,-1,,,4.282,0.16,0.313,2,0,,1.215,0.366,1.06,0.81,0.475
agm2000138939,0,CdRhCl4,Cd Cl Rh,12,0.236,0.297,0.046,0.123,0.18,0,0.05,0,1,0,-1,,,5.612,0.041,0.175,0,0,,1.922,0.924,1.353,0.29,0.311
agm2000057300,0,NiTeI,I Ni Te,6,0.019,0.297,0.1,0.187,0.98,1,0.77,2,0,0,-1,,,4.721,0.052,0.309,1,0,,,,,0.5,0.452
agm2000143915,0,RbWCl6,Cl Rb W,8,0.028,0.297,0.098,0.166,0.98,0,0.01,2,2,1,-1,,,5.67,0.144,0.196,2,0,,,,,0.38,0.388
agm2000091599,0,TlCuO2,Cu O Tl,8,0.308,0.297,0.133,0.219,0.97,1,0.7,2,0,0,-1,,,4.896,0.112,0.268,1,0,,,,,0.72,0.601
agm2000144337,0,CoAuI6,Au Co I,8,0.162,0.297,0.083,0.112,0.63,0,0.04,2,3,1,-1,,,5.376,0.029,0.093,0,0,,,,,0.15,0.392
agm2000143520,0,FeAsCl6,As Cl Fe,8,0.18,0.297,0.057,0.132,0.24,0,0.01,0,1,0,-1,,,6.007,0.105,0.109,1,0,,2.319,0.989,1.711,0.15,0.388
agm2000033151,0,CoCl3,Cl Co,16,0.179,0.297,0.038,0.108,0.01,0,0.03,0,0,0,-1,,,6.159,0.195,0.165,2,0,,1.972,1.082,1.234,0.67,0.311
agm2000099644,0,AgPdI3,Ag I Pd,10,0.143,0.297,0.071,0.134,0.7,1,0.69,2,3,1,-1,,,5.134,0.111,0.291,1,0,,,,,0.57,0.422
agm2000134850,0,Ag3MoCl8,Ag Cl Mo,12,0.435,0.298,0.054,0.173,0.09,0,0.28,0,3,1,-1,,,6.784,0.098,0.112,1,0,,2.56,1.05,1.719,0.5,0.365
agm2000145772,0,NpSnI6,I Np Sn,8,0.235,0.298,0.029,0.056,0.0,0,0.0,0,1,1,-1,,,5.21,0.114,0.129,1,0,,1.911,0.868,1.449,0.08,0.194
agm2000076163,0,Ca(TlTe)2,Ca Te Tl,5,0.187,0.298,0.082,0.167,0.03,1,0.64,0,1,0,-1,,,4.43,0.125,0.396,2,0,,0.259,0.317,0.268,0.92,0.49
agm2000138616,0,YPdBr4,Br Pd Y,12,0.218,0.298,0.038,0.064,0.05,1,0.44,0,1,0,-1,,,4.894,0.162,0.148,2,0,,1.848,0.755,1.578,0.39,0.256
agm2000134724,0,Ag3MoBr8,Ag Br Mo,12,0.38,0.298,0.048,0.133,0.32,0,0.11,0,1,1,-1,,,6.214,0.134,0.09,2,0,,2.177,0.789,1.634,0.69,0.386
agm2000050685,0,Au4S5,Au S,9,0.29,0.298,0.073,0.092,0.04,1,0.82,0,1,0,-1,,,5.642,0.126,0.228,1,0,,1.716,0.715,1.101,0.84,0.437
agm2000027938,0,TaCl4,Cl Ta,10,0.314,0.298,0.146,0.196,0.03,0,0.0,2,0,0,-1,,,5.914,0.134,0.149,2,0,,,,,0.56,0.524
agm2000132411,0,Cs2NbF6,Cs F Nb,9,0.365,0.298,0.086,0.174,0.35,0,0.0,0,1,1,-1,,,6.909,0.153,0.156,2,0,,2.546,0.949,2.158,0.17,0.405
agm2000076662,0,Tl3Se2Cl,Cl Se Tl,6,0.228,0.298,0.057,0.267,0.72,1,0.59,2,1,0,-1,,,4.596,0.087,0.282,1,0,,,,,0.85,0.461
agm2000110192,0,NiSe2,Ni Se,3,0.258,0.298,0.065,0.143,0.0,1,0.86,0,1,1,1,Ni,Se,4.703,0.044,0.143,0,0,,1.598,0.398,1.402,0.29,0.305
agm2000131790,0,Fe(PbCl3)2,Cl Fe Pb,9,0.296,0.298,0.051,0.189,0.11,0,0.08,0,3,1,-1,,,6.24,0.037,0.118,0,0,,1.806,0.835,1.441,0.49,0.344
agm2000099645,0,CsPdI3,Cs I Pd,10,0.256,0.298,0.04,0.166,0.11,1,0.77,0,1,0,-1,,,4.784,0.209,0.332,2,0,,2.351,0.926,1.763,0.84,0.325
agm2000016061,0,CoBr3,Br Co,8,0.232,0.298,0.07,0.112,0.4,0,0.01,0,2,1,-1,,,5.958,0.097,0.147,1,0,,1.81,0.764,1.268,0.28,0.329
agm2000086733,0,NiICl,Cl I Ni,6,0.137,0.298,0.077,0.13,0.01,1,0.94,0,1,1,-1,,,5.212,0.028,0.292,1,0,,1.759,0.62,1.379,0.22,0.365
agm2000078585,0,LiSbSe2,Li Sb Se,4,0.138,0.298,0.078,0.208,0.0,1,0.48,0,1,0,-1,,,4.564,0.196,0.341,2,0,,2.17,0.599,1.874,0.83,0.465
Ir2O2-06ebe3806790,1,IrO,Ir O,4,0.122,0.299,0.279,0.383,0.07,1,0.64,2,0,0,-1,,,5.394,0.057,0.261,1,1,5.469,,,,0.46,1.133
agm2000007434,0,WSe3,Se W,4,0.364,0.299,0.038,0.161,0.0,1,0.93,0,1,0,-1,,,4.706,0.056,0.259,0,0,,1.18,0.532,0.807,0.83,0.31
agm2000141302,0,CoHgCl5,Cl Co Hg,14,0.204,0.299,0.061,0.193,0.01,0,0.18,0,1,1,-1,,,6.508,0.143,0.119,2,0,,2.565,1.079,1.875,0.25,0.288
agm2000086610,0,Cr2Br3Cl,Br Cl Cr,12,0.272,0.299,0.049,0.16,0.61,0,0.31,2,0,0,-1,,,4.764,0.12,0.267,1,0,,,,,0.57,0.4
agm2000141056,0,UPbBr5,Br Pb U,14,0.316,0.299,0.037,0.084,0.13,0,0.02,0,1,1,-1,,,5.651,0.267,0.123,2,0,,1.986,0.771,1.639,0.29,0.25
agm2000133315,0,Na2UI6,I Na U,9,0.229,0.299,0.037,0.097,0.25,0,0.0,0,2,1,-1,,,4.417,0.175,0.274,2,0,,2.307,0.648,2.053,0.07,0.25
agm2000037050,0,MnBr3,Br Mn,16,0.146,0.299,0.125,0.167,0.71,0,0.11,2,0,0,-1,,,5.687,0.045,0.142,0,0,,,,,0.32,0.494
agm2000071237,0,AlCuS2,Al Cu S,8,0.245,0.299,0.202,0.302,0.02,1,0.64,2,1,0,-1,,,4.85,0.173,0.439,2,0,,,,,0.81,0.724
MoAu2Te4-ad1f06ea8eee,1,Te4MoAu2,Au Mo Te,7,0.217,0.299,0.06,0.193,0.01,1,0.59,0,0,0,-1,,,4.147,0.109,0.139,1,3,4.047,1.102,0.568,0.696,0.76,0.486
agm2000142028,0,NaTlCl5,Cl Na Tl,14,0.068,0.299,0.271,0.212,0.27,0,0.01,2,1,0,-1,,,6.055,0.29,0.166,2,0,,,,,0.35,1.101
agm2000139246,0,TbCuI4,Cu I Tb,12,0.17,0.299,0.049,0.092,0.01,0,0.21,0,1,1,-1,,,5.465,0.091,0.112,1,0,,1.539,0.706,1.328,0.46,0.333
agm2000114615,0,Co3Br11,Br Co,14,0.306,0.299,0.028,0.123,0.19,0,0.08,0,1,0,-1,,,5.95,0.155,0.176,2,0,,2.116,1.03,1.455,0.77,0.229
agm2000086190,0,VSeCl2,Cl Se V,8,0.225,0.299,0.036,0.188,0.02,0,0.15,0,1,0,-1,,,5.312,0.1,0.332,2,0,,2.46,0.952,1.88,0.7,0.29
agm2000116557,0,Pd3F8,F Pd,11,0.06,0.299,0.073,0.153,0.19,0,0.29,0,1,1,-1,,,7.153,0.134,0.149,2,0,,2.404,1.28,1.549,0.66,0.438
agm2000141615,0,UTlCl5,Cl Tl U,14,0.224,0.299,0.027,0.077,0.01,0,0.0,0,1,0,-1,,,6.351,0.395,0.093,2,0,,1.871,0.868,1.411,0.29,0.186
agm2000077364,0,Fe(IBr)2,Br Fe I,5,0.416,0.299,0.04,0.101,0.25,1,0.8,0,1,0,-1,,,5.477,0.073,0.186,0,0,,2.456,0.864,2.0,0.73,0.321
agm2000074963,0,Tl3As3Pb,As Pb Tl,7,0.196,0.299,0.054,0.07,0.47,1,0.82,0,1,0,-1,,,4.7,0.109,0.348,2,0,,1.281,0.534,1.035,0.87,0.437
agm2000049508,0,Ag3F4,Ag F,14,0.166,0.299,0.078,0.138,0.75,1,0.62,2,1,1,-1,,,5.767,0.32,0.309,2,0,,,,,0.7,0.466
agm2000110812,0,TlTe,Te Tl,4,0.507,0.299,0.126,0.207,0.03,1,0.66,1,0,0,-1,,,5.053,0.054,0.285,1,0,,-0.077,0.235,-0.034,0.82,0.569
agm2000139381,0,HfThI4,Hf I Th,12,0.188,0.299,0.061,0.091,0.09,1,0.42,0,1,0,-1,,,4.102,0.187,0.156,2,0,,1.27,0.725,1.261,0.52,0.365
JVASP-13514,2,ZrTe5,Te Zr,12,0.082,0.299,0.013,0.171,0.06,1,0.5,0,0,0,-1,,,5.26,0.129,0.192,1,0,,0.78,0.141,0.906,0.54,0.105
agm2000141349,0,HoCuCl5,Cl Cu Ho,14,0.301,0.299,0.041,0.096,0.05,1,0.7,0,1,1,-1,,,6.719,0.166,0.107,2,0,,2.468,1.166,1.649,0.41,0.28
agm2000030655,0,SbAs,As Sb,8,0.216,0.3,0.066,0.176,0.74,1,0.79,2,0,0,-1,,,4.565,0.185,0.252,2,0,,,,,0.42,0.312
